transaction_id,payer_party_id,payee_party_id,amount,currency,timestamp,is_fraud,fraud_score
360,278072,737012,7138.62,CAD,2023-10-11 17:06:50.392539,False,15.56
361,186222,106059,2330.31,EUR,2024-05-30 15:57:04.776644,False,33.39
362,381705,730556,1128.5,CAD,2025-02-22 16:56:03.263294,False,44.02
363,695822,408448,1389.66,CAD,2024-04-20 10:18:31.224207,False,10.86
364,939566,298585,5465.1,CAD,2025-04-02 11:57:16.058231,False,33.99
365,489089,313071,4982.47,EUR,2024-05-13 20:05:18.198023,False,32.29
366,194595,408448,6084.91,CAD,2025-03-15 13:26:18.813529,False,2.1
367,233335,957476,7797.02,GBP,2025-01-31 15:09:43.301162,False,39.93
368,869221,141729,252.41,JPY,2024-11-28 17:32:56.096082,False,19.27
369,388002,467418,1335.14,JPY,2023-08-01 15:24:16.723082,False,45.42
370,695822,221412,517.12,JPY,2025-06-02 06:28:13.044103,False,8.48
371,681619,350032,1757.57,JPY,2024-04-20 08:35:26.716181,False,15.36
372,503012,796365,7045.94,EUR,2023-10-02 23:32:56.265110,False,21.51
373,517213,800558,4261.94,CAD,2023-08-05 17:43:45.845932,False,36.61
374,510893,717805,9979.06,EUR,2025-04-15 22:39:10.683891,False,1.55
375,489089,857288,4995.08,USD,2024-05-27 23:34:19.610947,False,23.71
376,426751,177411,1025.16,JPY,2024-09-27 14:37:39.241881,False,6.58
377,607556,304794,2608.03,CAD,2025-07-15 07:15:54.420341,False,46.79
378,332361,688573,93.32,CAD,2025-06-09 00:55:56.975075,False,15.99
379,350668,702347,5619.46,GBP,2024-10-29 06:24:29.892487,False,24.63
380,750586,284063,7697.83,JPY,2025-01-11 11:35:08.496881,False,19.84
381,142347,924197,842.84,CAD,2024-11-08 03:30:23.860881,False,1.69
382,607556,461301,505.44,CAD,2024-05-28 13:55:17.832519,False,11.45
383,132874,966334,2885.99,CAD,2023-10-20 03:42:01.403973,True,83.03
384,845842,194595,1503.98,JPY,2023-12-25 14:51:52.100170,False,6.29
385,638021,109347,9265.26,GBP,2024-02-29 23:31:00.453706,False,19.71
386,276171,267355,8144.85,JPY,2023-12-30 17:46:38.037568,False,28.11
387,951149,991288,8032.03,EUR,2025-06-06 14:59:15.531716,False,42.74
388,301108,176588,1680.09,JPY,2023-12-24 03:34:54.034367,False,11.92
389,492904,150555,2050.31,CAD,2024-01-15 08:04:37.518697,False,37.02
390,750415,553606,5860.98,USD,2024-12-16 11:14:09.344524,False,35.13
391,523106,568764,201.64,JPY,2025-07-05 03:13:10.190126,False,33.83
392,191947,120400,8165.5,JPY,2024-11-03 21:58:24.887979,False,42.86
393,440795,681576,4794.25,CAD,2024-02-26 10:26:07.366975,False,26.91
394,120373,325640,5812.91,CAD,2025-03-13 13:39:19.737191,False,39.51
395,531846,409228,2250.89,EUR,2023-11-18 14:28:27.009693,False,5.87
396,245284,270886,6345.0,GBP,2024-11-12 06:26:24.557622,False,24.64
397,176588,839134,449.52,CAD,2024-07-22 04:17:35.893973,False,25.87
398,313802,741733,4483.75,CAD,2025-01-26 09:32:23.353351,False,21.4
399,413424,919601,4195.45,CAD,2024-07-16 04:19:00.500049,False,45.03
400,218381,279414,6583.6,USD,2024-10-23 01:18:26.983852,False,45.49
401,449192,783804,6325.66,GBP,2023-07-29 16:56:00.839015,False,2.08
402,865307,847482,7254.81,EUR,2025-04-03 06:55:16.190115,False,37.55
403,633917,545759,821.37,GBP,2025-01-06 11:20:09.571019,False,39.02
404,339643,912674,8383.76,JPY,2023-12-18 16:02:23.845976,True,92.23
405,974651,465595,2356.25,USD,2025-06-17 07:13:19.126371,False,44.36
406,712216,896180,8231.7,GBP,2025-07-18 23:58:37.343050,False,6.87
407,328815,847482,5486.94,GBP,2024-10-28 04:02:16.492705,False,21.38
408,388002,737012,4339.35,EUR,2025-03-28 17:17:23.421490,False,4.81
409,725418,266711,2272.37,JPY,2025-07-19 00:33:52.090834,False,31.74
410,730556,512461,4512.79,GBP,2024-03-06 02:43:07.925902,False,44.69
411,492904,388002,2586.63,CAD,2023-12-09 12:07:11.762265,False,36.88
412,991109,161769,9345.22,JPY,2024-03-19 17:59:37.166205,False,8.25
413,492904,642047,19.76,USD,2025-07-02 06:53:41.802147,False,28.81
414,870797,301108,530.18,CAD,2024-02-28 10:43:03.174990,False,17.0
415,724414,194595,5774.38,USD,2024-06-20 15:49:28.573330,False,15.72
416,258311,684170,7891.82,JPY,2025-04-08 19:00:12.483073,False,44.07
417,332189,191947,9904.65,GBP,2023-12-04 00:49:55.793060,False,32.95
418,370507,141729,2625.02,JPY,2024-06-22 19:49:24.629675,False,6.94
419,862525,638021,9945.6,EUR,2024-02-05 05:49:43.686690,False,21.08
420,246651,517213,3807.3,CAD,2024-05-28 16:51:24.678530,False,39.1
421,532741,806515,2755.59,GBP,2025-06-27 22:44:49.540896,False,27.3
422,883545,440795,4527.21,USD,2024-06-10 17:17:55.894444,True,91.34
423,343764,875260,7900.94,CAD,2023-09-10 12:07:11.147696,False,4.41
424,781546,941400,7219.57,JPY,2025-05-09 04:10:40.710423,False,32.32
425,520198,481010,8166.63,GBP,2025-04-13 09:21:56.454675,False,45.18
426,912391,623248,6380.28,GBP,2024-04-02 20:29:28.016893,False,15.72
427,781385,912391,2528.99,GBP,2023-09-01 05:31:00.605351,False,46.96
428,911575,562958,8287.26,CAD,2024-07-22 09:44:23.130226,False,19.18
429,547839,370507,3471.43,GBP,2024-11-06 07:00:15.809184,False,11.43
430,886180,932942,7613.45,JPY,2024-06-11 18:58:22.427483,False,11.21
431,368754,192141,3525.72,USD,2023-09-14 15:36:58.999055,False,16.0
432,654523,267626,2286.79,USD,2023-10-03 17:33:34.605567,False,5.93
433,363598,273308,7531.97,USD,2025-01-23 20:09:15.816503,False,33.7
434,278072,985037,2633.11,EUR,2024-08-20 21:24:17.226920,False,46.92
435,440865,792623,9447.54,CAD,2024-11-12 16:55:40.221052,False,28.06
436,489089,854133,2224.53,EUR,2024-02-28 07:08:40.570637,False,7.4
437,731213,620456,6573.64,GBP,2024-06-10 00:42:00.179624,False,4.44
438,259486,731612,8372.92,GBP,2024-04-01 15:32:00.886168,False,6.75
439,197599,985037,5529.23,GBP,2024-11-16 14:20:45.689881,False,5.25
440,273148,363028,5561.96,GBP,2024-06-23 16:49:45.478919,False,36.75
441,357070,381632,7867.37,GBP,2023-10-16 21:02:10.909876,False,27.77
442,618056,423125,8222.52,USD,2024-12-03 23:38:07.515736,False,44.41
443,327694,662879,7565.74,CAD,2025-07-07 03:52:58.531049,False,25.11
444,233335,176588,1765.09,EUR,2024-05-23 12:46:44.001882,False,24.22
445,150555,520198,8110.41,GBP,2023-08-20 12:23:25.760667,False,13.98
446,966334,211282,9854.05,JPY,2024-08-25 21:41:29.911559,False,4.53
447,700634,392618,8239.61,EUR,2024-11-03 22:10:49.566115,False,47.55
448,991109,957297,2677.1,JPY,2024-04-11 03:27:39.997086,True,95.03
449,756916,521681,5856.05,GBP,2025-05-14 02:08:29.781849,False,27.65
450,346901,255538,5038.66,USD,2025-06-20 11:24:27.839849,False,11.95
451,397949,265756,5895.18,CAD,2024-07-04 19:54:00.906425,False,35.91
452,370507,646843,1607.42,GBP,2024-07-29 07:55:45.738832,False,1.99
453,608483,533753,7824.96,GBP,2024-06-02 05:03:18.497216,False,41.17
454,531846,339643,2799.3,USD,2024-12-08 03:48:38.786100,False,33.6
455,748756,894429,567.03,CAD,2023-09-08 12:15:06.911483,False,37.76
456,222328,376515,616.57,USD,2024-03-06 06:04:22.775984,False,4.65
457,459569,562418,3782.56,JPY,2025-03-02 09:35:37.834327,False,8.55
458,796365,510757,9425.4,GBP,2023-12-16 14:49:35.861201,False,16.0
459,650695,991288,6414.51,CAD,2024-08-23 10:09:04.171001,False,30.05
460,270269,102106,1917.77,EUR,2024-01-02 05:17:36.328951,False,39.12
461,142537,493092,2058.76,EUR,2023-10-19 06:25:10.083737,False,49.35
462,142537,896180,3820.89,JPY,2024-05-18 01:15:01.377518,False,24.89
463,957570,113126,4631.07,GBP,2024-08-31 10:09:04.155598,False,2.95
464,278072,959182,8091.37,CAD,2024-02-03 23:59:17.665155,False,24.01
465,748756,220192,1002.53,USD,2024-03-31 12:07:00.682611,False,3.64
466,313071,481874,8326.08,EUR,2024-06-21 02:12:16.007683,False,21.48
467,492493,332057,9754.28,CAD,2025-01-09 20:29:24.708903,False,49.6
468,173743,736402,6664.87,EUR,2023-11-13 12:31:35.652436,False,10.06
469,555576,538136,9509.71,USD,2024-09-28 23:23:25.029281,True,72.67
470,454854,346636,8932.25,GBP,2024-10-05 20:51:54.990526,False,23.42
471,607556,492774,1223.13,JPY,2025-07-07 10:34:52.233242,False,7.45
472,832368,813261,3717.24,CAD,2024-10-11 11:32:40.865736,False,31.87
473,313071,211282,6947.57,JPY,2024-05-19 05:26:08.157886,False,19.28
474,839473,304408,4180.67,EUR,2024-07-13 11:09:42.010991,False,42.56
475,492904,342889,3483.33,EUR,2024-10-17 07:29:32.912243,False,45.84
476,360610,346238,5496.0,EUR,2024-08-19 02:20:35.559088,False,7.43
477,848469,276171,880.14,GBP,2024-11-30 13:11:18.392417,False,33.97
478,285598,640867,178.15,GBP,2024-02-26 21:35:48.728024,True,73.33
479,464060,933473,1619.72,JPY,2024-01-23 11:14:56.243184,False,10.05
480,707848,741733,5935.85,CAD,2025-07-10 13:45:07.460773,True,96.42
481,102023,781209,1928.77,JPY,2025-06-13 19:20:21.400290,False,17.53
482,466940,385089,9691.41,USD,2025-01-17 05:35:53.193042,False,8.08
483,563052,496323,8354.88,GBP,2025-07-13 00:28:23.760893,False,26.29
484,263426,859857,1402.78,CAD,2025-07-21 15:23:33.758915,False,33.67
485,522606,332762,9914.12,JPY,2024-02-10 03:08:23.059252,False,5.17
486,688573,376515,7335.25,GBP,2024-04-04 16:28:49.519250,False,42.67
487,215560,563052,7769.95,CAD,2025-05-30 01:13:21.583265,False,26.31
488,724414,606263,6462.23,JPY,2024-12-31 17:42:27.672652,False,25.29
489,211282,918904,8151.26,EUR,2023-11-13 06:57:00.331671,True,87.67
490,225295,748756,6753.01,USD,2025-02-21 22:36:34.309875,False,12.44
491,169397,582393,6609.25,JPY,2023-12-15 19:56:58.017329,False,22.17
492,927372,270269,2419.04,JPY,2023-12-24 12:39:01.310655,False,33.26
493,431096,957297,6112.06,USD,2024-10-17 12:21:40.509408,False,10.03
494,626883,335732,1525.62,USD,2023-12-26 18:10:08.341642,False,37.69
495,267355,823236,6868.05,EUR,2024-04-30 19:01:18.094641,False,5.07
496,938941,120373,8157.2,USD,2023-11-23 15:20:36.104370,True,74.99
497,194184,313802,8975.96,JPY,2024-12-11 19:43:12.007272,False,18.81
498,492904,806515,9725.33,EUR,2024-10-18 13:25:12.794961,False,33.65
499,304849,127697,9012.03,EUR,2025-05-19 17:00:17.197101,False,27.85
500,753483,487532,1003.65,GBP,2023-10-05 04:15:53.478421,False,28.44
501,693875,265756,6116.34,GBP,2025-07-16 08:26:01.436430,False,5.66
502,510757,945168,2076.26,EUR,2024-03-08 02:50:44.822574,False,49.36
503,733216,899690,4589.47,CAD,2023-08-17 16:11:52.644635,False,32.82
504,266711,211282,9222.44,JPY,2024-04-07 10:21:32.100827,False,27.24
505,125280,736402,5839.45,USD,2025-06-18 03:45:45.229160,False,32.37
506,959122,938521,5049.19,USD,2024-02-24 08:28:12.306978,False,6.22
507,638387,225284,5983.9,EUR,2024-07-20 21:51:49.493140,False,47.14
508,882939,325640,4050.9,EUR,2024-02-13 12:20:32.961404,False,43.4
509,304850,197599,5269.4,CAD,2024-12-02 10:14:51.747464,False,28.77
510,549427,623248,2270.04,USD,2024-04-23 18:24:38.372756,False,45.57
511,381705,294470,2973.99,JPY,2025-06-01 12:02:11.526181,False,36.73
512,394867,219406,8979.7,EUR,2023-10-15 04:34:18.326265,False,25.95
513,225295,434764,8419.16,GBP,2024-10-26 20:49:50.340741,False,28.16
514,211282,882208,5020.76,JPY,2025-07-17 08:00:48.179635,False,38.06
515,957570,806515,2708.58,EUR,2024-04-21 23:12:59.711787,False,27.5
516,217105,110406,6349.33,CAD,2024-08-21 02:12:10.984384,False,27.85
517,478894,328815,4786.66,EUR,2025-02-11 02:17:43.256022,False,39.22
518,908857,640867,7578.0,JPY,2023-11-10 18:32:21.630381,False,36.75
519,606263,596587,5382.4,USD,2024-07-08 06:56:10.529710,False,38.82
520,654523,490754,2624.78,CAD,2025-04-11 12:35:04.238323,False,36.08
521,866257,766398,7442.17,JPY,2025-04-30 00:54:38.868701,False,46.07
522,517213,102106,9666.51,JPY,2024-08-15 01:14:47.284769,False,25.15
523,550379,442950,7301.27,EUR,2025-03-01 01:04:04.169288,False,14.64
524,215560,360610,9397.18,EUR,2024-08-20 05:11:54.341441,False,46.92
525,623248,286919,317.31,CAD,2024-12-06 01:32:51.364973,False,12.65
526,882939,865307,2497.09,CAD,2025-03-09 23:44:43.651483,False,27.28
527,805775,748756,9879.15,CAD,2023-09-21 00:45:40.277165,False,37.48
528,951149,898189,9489.82,CAD,2023-10-03 17:15:41.971454,False,42.12
529,435649,346636,2726.27,EUR,2023-08-29 03:06:33.379224,False,41.31
530,219406,784246,6626.42,EUR,2025-05-13 01:51:20.896709,False,41.3
531,756144,534660,9842.71,USD,2024-01-03 21:23:11.290420,False,10.26
532,846270,994983,2142.81,JPY,2024-07-30 12:15:19.650600,False,19.1
533,726144,550379,9187.6,CAD,2024-04-12 07:22:35.832752,False,25.53
534,259486,883545,8911.77,CAD,2024-05-06 21:59:35.085877,False,35.33
535,525664,576134,9006.98,GBP,2024-04-06 21:49:50.704985,True,96.09
536,278450,918904,78.08,EUR,2025-04-20 13:47:19.767936,False,17.75
537,681576,204417,6286.51,GBP,2023-10-12 13:59:58.279992,False,30.78
538,286919,193195,8845.36,USD,2025-01-18 14:12:25.389992,False,39.69
539,167072,102023,3091.68,JPY,2024-07-28 18:19:54.841734,False,26.4
540,959122,276171,1286.29,CAD,2024-09-27 01:02:11.468684,False,35.4
541,647640,847482,1855.07,JPY,2024-07-04 14:13:24.931789,False,3.52
542,342889,176521,6489.6,GBP,2025-02-11 16:07:26.105636,False,29.37
543,638021,258311,7028.72,JPY,2024-08-26 21:37:24.400857,False,46.59
544,730556,966334,518.31,USD,2024-05-22 06:33:50.673532,False,32.3
545,215560,145419,1486.39,JPY,2024-05-23 09:06:31.702061,False,23.39
546,885202,156059,4460.94,JPY,2024-06-01 21:17:12.611752,False,20.24
547,911575,859253,3794.15,CAD,2024-09-02 18:32:07.171312,False,11.81
548,363028,106059,6667.52,CAD,2024-01-21 15:40:07.828473,False,33.59
549,681576,127073,9160.86,CAD,2025-07-09 20:36:52.150638,False,11.99
550,847482,137895,72.21,EUR,2025-04-15 10:08:34.703256,False,37.79
551,173743,831142,7236.07,USD,2024-03-29 11:34:22.121825,False,46.62
552,353168,298585,4827.07,EUR,2024-08-18 18:15:36.229671,False,34.63
553,270269,206328,8217.41,JPY,2024-11-11 22:35:51.438647,False,0.78
554,844547,413424,2965.33,USD,2024-07-21 14:34:30.957797,False,26.79
555,733490,539725,6165.98,GBP,2023-11-30 11:20:33.826237,False,7.94
556,703047,861689,7451.16,EUR,2024-11-08 10:34:36.878763,False,6.98
557,742673,662879,586.23,JPY,2024-11-25 10:09:36.585985,False,1.34
558,498067,357833,6884.02,CAD,2024-09-27 23:06:54.981402,False,2.21
559,524726,942532,2406.69,JPY,2024-08-10 19:08:49.565911,False,16.91
560,466940,891930,5704.32,EUR,2024-07-03 19:26:07.860676,False,13.96
561,839473,405144,76.17,EUR,2025-07-10 10:07:08.639947,False,16.05
562,912391,350032,2000.97,USD,2023-10-06 23:28:48.104753,False,9.15
563,750586,617300,8340.59,CAD,2025-05-03 18:08:22.896257,False,40.19
564,503012,385804,1679.95,EUR,2023-07-28 19:59:48.021699,False,32.32
565,176588,332762,5497.71,CAD,2025-01-31 06:39:40.004320,False,20.74
566,800558,278072,3885.87,CAD,2024-06-26 18:58:15.250509,False,23.42
567,545952,932942,5321.9,CAD,2024-08-18 23:49:51.588952,False,48.78
568,766398,823563,844.38,USD,2023-09-02 19:51:22.982675,False,2.19
569,265756,767655,5096.82,CAD,2025-06-23 19:14:48.670003,False,0.92
570,750415,640867,8893.87,GBP,2023-12-06 13:01:00.004883,False,15.19
571,957297,642047,2700.48,JPY,2025-03-21 21:45:32.700791,False,18.51
572,757216,521681,717.94,CAD,2025-07-23 11:51:40.971701,False,24.5
573,846102,215560,2887.36,USD,2025-05-04 23:34:00.264010,False,25.01
574,409228,243838,2853.39,JPY,2024-11-03 06:33:00.280607,False,28.78
575,630171,957476,1920.39,EUR,2023-11-15 14:47:25.926298,False,9.03
576,832368,183571,1829.68,JPY,2024-10-01 23:46:38.514629,False,42.89
577,239917,932942,1096.7,CAD,2024-12-01 23:19:12.462157,False,35.25
578,425661,332762,1310.58,EUR,2025-06-04 17:40:15.371802,False,39.09
579,737012,197599,3853.68,USD,2024-12-09 08:13:19.877275,False,17.08
580,912391,167072,1925.58,CAD,2023-11-22 12:15:12.967976,False,11.99
581,966334,263426,5759.87,GBP,2023-08-24 05:15:32.511451,False,13.5
582,770348,656919,1469.2,JPY,2025-03-07 23:49:05.568377,False,4.45
583,301108,263426,691.31,GBP,2024-04-09 16:36:37.589061,False,16.1
584,409228,880473,3489.08,CAD,2024-03-28 14:53:21.415501,False,11.56
585,599038,523106,1368.45,CAD,2024-04-07 18:01:56.591011,False,25.22
586,784246,616728,2829.42,GBP,2025-05-31 05:41:03.382772,False,47.67
587,563052,756916,5328.0,EUR,2025-03-28 22:26:57.939247,False,7.9
588,730556,197599,4421.69,GBP,2025-02-23 19:26:02.753577,False,41.87
589,638021,778853,8543.78,GBP,2024-07-15 21:54:16.508078,False,14.84
590,255538,911575,4456.71,USD,2025-07-15 01:09:38.637374,False,37.85
591,544683,142263,4219.57,USD,2024-09-21 16:39:02.342130,False,48.54
592,638387,823563,9788.73,JPY,2025-05-05 23:56:53.795565,False,3.09
593,106403,187821,4738.86,CAD,2025-07-02 18:49:50.089762,False,9.34
594,662879,219406,7665.18,CAD,2024-10-08 16:33:32.867713,False,1.96
595,332057,363598,1933.54,EUR,2024-10-02 10:04:46.905711,True,78.65
596,302426,327694,2323.07,JPY,2025-06-29 13:38:52.470489,False,33.32
597,273042,126133,3025.82,USD,2023-08-18 13:57:58.551813,False,43.79
598,357833,845842,4786.92,CAD,2024-08-23 13:44:17.939285,False,49.48
599,576134,894429,8520.53,CAD,2023-10-21 23:08:15.639228,False,2.9
600,354993,368754,7559.62,CAD,2025-03-16 04:46:13.481511,False,22.09
601,959122,443269,7789.82,EUR,2025-06-09 11:46:28.851967,True,75.62
602,246651,608483,2965.38,GBP,2024-09-08 20:13:47.595408,False,16.46
603,246651,267626,1641.56,EUR,2024-03-01 17:46:01.233311,False,25.01
604,304849,757216,4730.14,EUR,2025-05-15 07:57:30.486061,False,15.43
605,539725,130676,6210.83,CAD,2023-10-10 10:56:01.535211,False,33.8
606,647640,276171,85.34,CAD,2025-02-22 11:03:09.715613,False,42.83
607,193195,431096,2383.76,JPY,2023-08-26 20:05:29.387350,False,10.7
608,627699,767655,5538.29,USD,2025-02-13 05:27:15.810689,True,75.96
609,381632,373069,7962.61,USD,2025-02-03 19:06:09.838197,False,26.22
610,957297,823236,4220.44,USD,2025-02-23 22:26:26.287499,False,12.79
611,508476,907196,6500.38,EUR,2024-11-22 08:38:27.149570,False,3.58
612,284063,489801,3766.39,EUR,2023-12-07 11:04:23.153051,False,44.07
613,860481,919601,2923.21,EUR,2025-03-18 23:53:15.118855,False,0.97
614,434764,394899,3989.61,USD,2024-01-07 00:41:33.979990,False,36.68
615,724414,193195,6894.33,EUR,2025-03-23 12:24:49.051493,False,48.71
616,263426,950421,4137.25,GBP,2024-10-27 02:16:00.107188,False,5.5
617,161769,846102,4237.23,USD,2025-04-02 09:30:15.574529,False,34.71
618,832368,562958,1031.4,USD,2024-08-23 06:25:29.252480,False,29.37
619,426751,266813,5083.15,USD,2023-08-06 09:14:23.037727,False,43.24
620,539725,405144,2607.43,CAD,2025-05-31 07:55:13.270374,False,13.27
621,862525,991109,2058.59,EUR,2024-09-13 14:57:20.193713,False,3.73
622,860481,533753,7388.64,JPY,2024-06-17 07:25:03.851625,False,6.18
623,335732,555576,4171.66,CAD,2024-06-25 05:50:51.148188,False,2.7
624,794486,700634,2641.65,GBP,2024-09-12 16:25:44.102532,False,14.84
625,510757,490754,9902.16,JPY,2025-02-17 07:23:49.385484,False,16.6
626,423471,630171,8173.74,GBP,2024-03-14 09:36:34.261575,False,35.44
627,985973,150555,3479.09,JPY,2024-06-04 08:32:19.076633,False,44.35
628,770348,278745,8250.26,CAD,2023-12-13 13:34:55.736710,False,5.49
629,718191,911575,3188.96,JPY,2024-07-12 00:54:50.083992,False,40.48
630,832368,126546,1605.72,EUR,2025-02-13 15:07:30.812320,False,5.57
631,626883,783804,2216.84,GBP,2023-08-27 14:39:14.126001,False,35.1
632,664709,273308,7142.12,CAD,2025-04-06 04:43:11.339660,True,85.52
633,748756,467418,3808.87,GBP,2023-11-20 21:47:19.644805,False,31.89
634,927372,549361,265.85,USD,2023-11-23 18:21:55.777730,False,35.1
635,350668,843873,9442.21,USD,2023-12-29 02:50:40.385690,True,72.07
636,101688,222328,1119.9,JPY,2025-01-18 04:52:36.383399,True,71.68
637,773663,350032,6832.75,EUR,2024-12-09 14:38:56.260525,False,30.44
638,794486,974651,1528.11,CAD,2025-04-06 09:19:55.330297,False,5.42
639,883545,654523,8858.08,GBP,2023-12-12 10:58:08.474685,False,45.72
640,368754,217105,1349.68,JPY,2025-05-17 13:40:01.773191,False,7.61
641,609870,350032,4445.8,JPY,2023-11-22 04:14:21.535550,False,1.39
642,958338,464060,3707.39,USD,2023-11-21 16:47:02.379560,False,23.53
643,197599,183720,3578.88,EUR,2024-05-29 17:46:13.814693,False,46.63
644,647640,883545,5182.8,CAD,2024-03-28 07:43:33.490263,False,31.8
645,784246,302361,9177.31,CAD,2025-02-01 04:00:53.243953,False,34.11
646,178476,908857,3393.52,EUR,2024-12-01 15:36:08.365207,True,89.12
647,309143,350032,2321.52,JPY,2023-09-09 00:35:25.041862,False,48.19
648,357070,796365,646.17,JPY,2023-10-15 14:56:41.836553,False,4.44
649,785346,405144,229.16,CAD,2024-08-13 19:53:00.805880,False,42.18
650,459569,120373,5692.89,JPY,2023-10-11 11:25:12.681972,False,17.41
651,857288,531175,3776.72,EUR,2024-09-09 16:12:23.309162,False,9.44
652,620456,405144,8937.76,GBP,2025-01-02 03:36:18.109113,False,14.2
653,695822,376515,5989.83,JPY,2024-10-21 03:56:34.642975,False,19.81
654,126133,339643,3856.05,USD,2023-08-03 08:53:05.445925,False,1.5
655,267626,733490,5682.38,CAD,2025-06-09 18:33:27.169825,False,29.62
656,332361,975413,259.5,USD,2024-01-29 05:02:23.228549,False,11.99
657,553059,426751,4231.27,CAD,2024-06-25 16:55:37.821328,False,49.72
658,573360,858198,7104.4,EUR,2024-08-13 12:05:34.769783,False,4.07
659,768390,360610,3013.9,EUR,2025-07-09 23:05:28.970874,False,43.73
660,539820,408448,3190.5,EUR,2024-03-09 04:20:29.138404,False,4.02
661,943393,141729,8026.24,JPY,2024-11-18 13:21:30.179081,False,41.05
662,918605,994983,7199.65,GBP,2025-03-30 12:36:41.888573,False,10.22
663,279414,977008,5611.18,JPY,2024-09-11 14:45:57.646270,False,45.27
664,681619,730556,2000.48,GBP,2024-01-06 03:53:11.513447,False,9.1
665,986803,768390,1332.18,EUR,2024-02-15 11:44:43.409948,True,92.56
666,846270,381705,248.79,GBP,2023-10-30 22:21:56.122324,False,2.71
667,700634,304408,7145.14,EUR,2025-01-11 20:23:55.322009,False,3.37
668,756144,302426,4026.11,USD,2024-07-23 01:58:13.734999,False,36.79
669,221412,106403,91.34,EUR,2024-03-23 21:24:45.352443,False,6.25
670,731612,750415,9766.75,CAD,2025-05-27 19:05:26.431766,False,9.15
671,901983,152017,8905.65,GBP,2023-12-20 06:44:10.045637,False,9.51
672,149433,461301,6644.46,JPY,2023-10-28 00:46:52.288602,False,35.97
673,742673,106403,8457.85,GBP,2024-10-22 11:40:09.826765,False,12.46
674,109347,192453,7284.66,CAD,2024-05-09 21:32:13.274087,False,19.56
675,357833,326547,1166.08,JPY,2024-04-29 06:23:12.880515,False,35.5
676,405344,959122,9390.35,USD,2024-09-29 13:44:52.879082,False,41.31
677,233335,381632,5597.21,JPY,2024-10-14 03:36:53.736494,False,49.97
678,866257,332361,3935.98,CAD,2023-08-10 11:36:30.873358,False,13.31
679,854133,357833,4720.78,EUR,2023-10-07 07:29:23.045439,False,38.37
680,642047,873824,1078.91,CAD,2023-08-31 05:14:35.649713,False,43.6
681,373069,781209,1059.33,EUR,2023-08-21 05:24:49.714565,False,9.33
682,517213,184650,8456.11,USD,2023-12-28 17:52:25.034918,False,46.76
683,270886,173743,5795.63,CAD,2025-05-22 01:04:41.352679,False,14.18
684,276171,771452,3922.55,EUR,2023-09-21 09:19:45.794981,False,46.89
685,731612,594403,3655.37,EUR,2023-12-15 14:03:00.437655,False,1.85
686,726144,880473,3939.58,JPY,2024-09-20 11:13:37.434443,False,38.32
687,278450,531554,372.6,EUR,2024-04-28 20:54:17.379475,False,30.82
688,533753,606263,5332.83,CAD,2024-11-24 11:44:39.473535,False,18.24
689,757216,654523,9073.97,GBP,2023-12-25 14:39:50.598871,False,8.91
690,363028,627699,5336.23,EUR,2024-12-11 16:51:09.382687,False,8.03
691,681619,368754,466.83,JPY,2023-09-20 01:41:05.199623,False,12.44
692,736402,106146,6118.01,EUR,2024-04-10 11:33:49.819404,False,40.73
693,589266,173743,4502.77,USD,2024-06-03 09:31:52.725930,False,40.26
694,374452,332189,9545.73,USD,2024-10-17 19:42:53.737596,False,20.13
695,132874,848469,1925.68,EUR,2023-08-09 07:02:14.299531,False,14.91
696,350668,859253,578.29,CAD,2023-08-19 22:36:08.473480,False,4.48
697,346238,684170,4147.56,JPY,2023-10-19 12:10:38.429115,False,38.29
698,478894,847482,2547.92,USD,2024-10-08 14:50:22.458126,False,44.13
699,107171,721692,5897.7,GBP,2024-06-12 10:29:18.554810,False,23.34
700,918904,313071,4695.39,EUR,2024-12-14 12:34:45.744640,False,32.74
701,684170,650695,2170.7,EUR,2024-06-18 05:06:56.006414,False,40.48
702,939566,126546,916.6,CAD,2023-08-01 22:25:59.278634,False,29.15
703,918710,173743,3864.5,GBP,2024-01-22 21:06:06.040848,False,21.31
704,225295,733490,8326.02,USD,2025-06-06 19:33:23.844332,True,79.32
705,258311,545031,687.92,JPY,2025-03-26 08:05:54.312732,False,25.99
706,921884,912442,8222.94,EUR,2025-01-26 00:57:06.546930,False,41.73
707,957570,812713,3264.46,CAD,2024-03-14 08:28:27.509728,True,92.9
708,544582,549427,9114.62,USD,2025-01-04 04:02:34.051568,False,48.61
709,482841,321588,9845.09,EUR,2024-02-14 09:12:00.800116,False,35.03
710,278450,847482,5096.21,GBP,2023-08-20 15:56:16.646503,False,20.82
711,193195,464060,4719.76,CAD,2024-05-07 21:29:32.887057,False,9.38
712,642047,859253,483.51,JPY,2024-12-14 04:35:49.640881,True,82.04
713,715531,882939,538.25,EUR,2024-01-21 07:40:36.712164,False,33.9
714,313802,136888,645.33,GBP,2025-07-17 23:24:25.635559,False,6.97
715,342889,860481,4939.68,JPY,2024-03-14 01:38:48.763370,True,81.69
716,702347,328815,3242.95,JPY,2024-10-25 11:42:54.811787,False,14.56
717,464366,197599,2350.73,CAD,2023-10-12 08:10:28.599756,True,70.23
718,781581,839134,7852.31,USD,2023-09-30 01:47:14.320099,False,43.58
719,846102,106403,851.16,CAD,2025-03-03 06:58:53.225684,False,23.16
